0.0023649,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.0044625,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.0060773,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.0075366,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.0090179,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.010471,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.011904,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.013445,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.014987,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.016542,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,1,1,1,1,1,1,1,1
0.018047,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.01961,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.0212,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.022799,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.024353,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.02586,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.027351,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.028878,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.030385,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.031912,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.033437,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
0.03497,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,0,1,1,1,1,1,1,1
